Job Title,Company,Location,Link
Stanowisko ds. przyznawania i wypłat zasiłków 120.2023,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-przyznawania-i-wyp%C5%82at-zasi%C5%82k%C3%B3w-120-2023-at-zus-3803374687?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=tOsEkH4y1glzstehgTmVZg%3D%3D&position=6&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji - lista wyników,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-lista-wynik%C3%B3w-at-zus-3806532092?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=6ZSPiCkTTsiu%2BB%2F8u%2FlP9g%3D%3D&position=7&pageNum=1&trk=public_jobs_jserp-result_search-card
Firstcry.com - Retail Merchandiser,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-retail-merchandiser-at-firstcry-com-brainbees-solutions-pvt-ltd-3805351488?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=pv88PwbiCR%2Boe%2BtbSHEfdg%3D%3D&position=8&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. legislacji,ZUS,"Bankura, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-legislacji-at-zus-3802724509?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=OVQaijjOaKjU9Mo9BUHueg%3D%3D&position=9&pageNum=1&trk=public_jobs_jserp-result_search-card
Warehouse Storekeeper,Geeta Group of Companies,"Tikamgarh, Madhya Pradesh, India",https://in.linkedin.com/jobs/view/warehouse-storekeeper-at-geeta-group-of-companies-3805121756?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=XNHEo9h1sUkZNhdPaMg0ZQ%3D%3D&position=10&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-at-zus-3803341638?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=UOD%2Ftjt5REfzE9KyjBTWuA%3D%3D&position=11&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-at-zus-3803337672?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=zZcEHHOJ7oCcak%2BXdSMtLg%3D%3D&position=12&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-at-zus-3803335302?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=GyacWVJxuPFOtDJ7OuGLBQ%3D%3D&position=13&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-at-zus-3803335282?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=eB0vIsJ2ReBH2VP5SG%2BUZg%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-at-zus-3803323836?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=RV4LcjV7w5EELtKH%2FNfWWg%3D%3D&position=15&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-at-zus-3802719875?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=1yFh0Z%2FBVqFMHti2fW14%2FA%3D%3D&position=16&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. egzekucji,ZUS,"Uluberia-II, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-egzekucji-at-zus-3803326780?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=H20Ly5pmZS%2BM8xPyxvu81Q%3D%3D&position=17&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń,ZUS,"Bankura, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-at-zus-3803327096?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=Ns4TnEuNXmUebOgZardf2A%3D%3D&position=18&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń,ZUS,"Bankura, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-at-zus-3806533062?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=j5yVDuZLT7H9LJgNMwTzGg%3D%3D&position=19&pageNum=1&trk=public_jobs_jserp-result_search-card
Firstcry - Graphic Designer,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-graphic-designer-at-firstcry-com-brainbees-solutions-pvt-ltd-3805352276?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=2TQviEOmHYW6bFmiKalauQ%3D%3D&position=20&pageNum=1&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji - Włocławek (lista kandydatów),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-w%C5%82oc%C5%82awek-lista-kandydat%C3%B3w-at-zus-3802748406?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=PA%2BE8ufVDK7qK9SJo5Lwjw%3D%3D&position=21&pageNum=1&trk=public_jobs_jserp-result_search-card
Nxtwave - Admission Counselor - Overseas Education,NxtWave,"Hyderabad, Telangana, India",https://in.linkedin.com/jobs/view/nxtwave-admission-counselor-overseas-education-at-nxtwave-3805348686?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=ORuVO38OtVXUK4x5ugATTA%3D%3D&position=22&pageNum=1&trk=public_jobs_jserp-result_search-card
Doradca ds. emerytalnych (wynik naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/doradca-ds-emerytalnych-wynik-naboru-at-zus-3802720600?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=ItKglkE1sHkj1aduPB%2BNZQ%3D%3D&position=23&pageNum=1&trk=public_jobs_jserp-result_search-card
Firstcry.com - Content Writer,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-content-writer-at-firstcry-com-brainbees-solutions-pvt-ltd-3805353341?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=zEoEf34cNOeTD5VCmPkvUA%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card
Nxtwave - Admission Counsellor - Sales,NxtWave,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/nxtwave-admission-counsellor-sales-at-nxtwave-3805355107?refId=qJZN71raZnkanw7KqR%2Fq4w%3D%3D&trackingId=NchGKSPU%2FSAFPvAUZYk7Vw%3D%3D&position=25&pageNum=1&trk=public_jobs_jserp-result_search-card
Doradca ds. emerytalnych (wynik naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/doradca-ds-emerytalnych-wynik-naboru-at-zus-3802720600?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=eH0K9LpQtezzBc9ePEMi8g%3D%3D&position=1&pageNum=2&trk=public_jobs_jserp-result_search-card
Firstcry.com - Content Writer,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Mumbai, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-content-writer-at-firstcry-com-brainbees-solutions-pvt-ltd-3805353341?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=5JvIiZ1abzyQwMPHr4dVtQ%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
Nxtwave - Admission Counsellor - Sales,NxtWave,"Chennai, Tamil Nadu, India",https://in.linkedin.com/jobs/view/nxtwave-admission-counsellor-sales-at-nxtwave-3805355107?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=t9ZxOFXzMX%2F2JV7%2F1U1Amw%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card
Stanowisko ds. kontroli,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-kontroli-at-zus-3803334909?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=fIsEz5qvdU1oIeJEaOCzRA%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card
FirstCry.com - Officer - Customer Relationship,FirstCry.com (BrainBees Solutions Pvt. Ltd.),Greater Kolkata Area,https://in.linkedin.com/jobs/view/firstcry-com-officer-customer-relationship-at-firstcry-com-brainbees-solutions-pvt-ltd-3805350682?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=ZB8cEWaQX6JpaWNh461z1Q%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card
Stanowisko ds. orzecznictwa,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-orzecznictwa-at-zus-3803369841?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=0JJCelkLKTwOih6grISrNg%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card
Doradca ds. emerytalnych,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/doradca-ds-emerytalnych-at-zus-3803321992?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=9l6JBnxl%2FWjEKCYD0lC6iA%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card
Utility Officer,Britannia Industries Limited,"Nawabganj, Uttar Pradesh, India",https://in.linkedin.com/jobs/view/utility-officer-at-britannia-industries-limited-3801812147?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=kRnlopm6CtUF4Ow46wfQpg%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card
Stanowisko ds. zabezpieczeń i sankcji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-zabezpiecze%C5%84-i-sankcji-at-zus-3803338238?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=OhUMG5T2EBjabNYXfoQQGA%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card
Human Resources Business Partner,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Chandigarh, India",https://in.linkedin.com/jobs/view/human-resources-business-partner-at-firstcry-com-brainbees-solutions-pvt-ltd-3806705934?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=Eqv9sLUlTT2olnkRgGRS2g%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
Lekarz Orzecznik Zakładu,ZUS,"Sri Karanpur, Rajasthan, India",https://in.linkedin.com/jobs/view/lekarz-orzecznik-zak%C5%82adu-at-zus-3806531110?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=f35glQngZ76X1XJqHp05%2BA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
Stanowisko ds. konta ubezpieczonego,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-konta-ubezpieczonego-at-zus-3806533436?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=ndYbcMONFLhDsUSCeBo2qQ%3D%3D&position=12&pageNum=2&trk=public_jobs_jserp-result_search-card
Lekarz orzecznik Zakładu,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/lekarz-orzecznik-zak%C5%82adu-at-zus-3803377121?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=Hpkt2InI0ZNdhcxQZ%2Btquw%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card
Lekarz orzecznik Zakładu,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/lekarz-orzecznik-zak%C5%82adu-at-zus-3803339030?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=yHT67%2FbJJ8JoTp5dbtH5lw%3D%3D&position=14&pageNum=2&trk=public_jobs_jserp-result_search-card
Lekarz Orzecznik Zakładu,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/lekarz-orzecznik-zak%C5%82adu-at-zus-3803338186?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=yqlt82Aa6p6fQhJCl3Q1YQ%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń - Toruń,ZUS,"Sri Karanpur, Rajasthan, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-toru%C5%84-at-zus-3806532655?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=GYDogEc3VC3UUoQtDhGVmw%3D%3D&position=16&pageNum=2&trk=public_jobs_jserp-result_search-card
Hindustan Times - Search Engine Optimization Professional,Hindustan Times,"Delhi, Delhi, India",https://in.linkedin.com/jobs/view/hindustan-times-search-engine-optimization-professional-at-hindustan-times-3805355110?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=lQTPTYmQmG2clvCWJZ2EBQ%3D%3D&position=17&pageNum=2&trk=public_jobs_jserp-result_search-card
Stanowisko ds. konta ubezpieczonego,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-konta-ubezpieczonego-at-zus-3803375142?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=8Pl3IEStU9W01hwRnIDStQ%3D%3D&position=18&pageNum=2&trk=public_jobs_jserp-result_search-card
Relationship Manager,Aditya Birla Capital,"Chandigarh, Chandigarh, India",https://in.linkedin.com/jobs/view/relationship-manager-at-aditya-birla-capital-3803353709?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=Nux08DWkhYAHoFGXNY7PzQ%3D%3D&position=19&pageNum=2&trk=public_jobs_jserp-result_search-card
Doradca ds. emerytalnych-lista kandydatów,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/doradca-ds-emerytalnych-lista-kandydat%C3%B3w-at-zus-3803717674?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=nZrOroiQt1ZEhblsBBwdXA%3D%3D&position=20&pageNum=2&trk=public_jobs_jserp-result_search-card
Firstcry.com - Content Writer,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-content-writer-at-firstcry-com-brainbees-solutions-pvt-ltd-3805352378?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=%2F9V%2BTDbrek0TdHluvlg53w%3D%3D&position=21&pageNum=2&trk=public_jobs_jserp-result_search-card
Firstcry.com - Graphic Designer,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-graphic-designer-at-firstcry-com-brainbees-solutions-pvt-ltd-3805354300?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=xS0A5p5l1uZecphCVQvbFg%3D%3D&position=22&pageNum=2&trk=public_jobs_jserp-result_search-card
Stanowisko ds. egzekucji _Olsztyn (zastępstwo),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-egzekucji-olsztyn-zast%C4%99pstwo-at-zus-3803334552?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=d%2FRFJHqIva8yfcRtQmWxQQ%3D%3D&position=23&pageNum=2&trk=public_jobs_jserp-result_search-card
Doradca ds. emerytalnych,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/doradca-ds-emerytalnych-at-zus-3806715499?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=KsE4dvEqme5ognzfh1ELPQ%3D%3D&position=24&pageNum=2&trk=public_jobs_jserp-result_search-card
WYNIKI REKRUTACJI Stanowisko ds. opracowania decyzji i korespondencji-OPATÓW,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/wyniki-rekrutacji-stanowisko-ds-opracowania-decyzji-i-korespondencji-opat%C3%B3w-at-zus-3803371564?refId=zQJrfG9OWu23QHfK%2FReaFw%3D%3D&trackingId=GvphjOVmQ4%2BiDJuiQX7BtA%3D%3D&position=25&pageNum=2&trk=public_jobs_jserp-result_search-card
Doradca ds. emerytalnych,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/doradca-ds-emerytalnych-at-zus-3806715499?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=yh1aTEYxTSvi9cWyS96k9w%3D%3D&position=1&pageNum=3&trk=public_jobs_jserp-result_search-card
WYNIKI REKRUTACJI Stanowisko ds. opracowania decyzji i korespondencji-OPATÓW,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/wyniki-rekrutacji-stanowisko-ds-opracowania-decyzji-i-korespondencji-opat%C3%B3w-at-zus-3803371564?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=aspPIdd0Ag2tnxytz13bmA%3D%3D&position=2&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rozliczeń (wyniki naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rozlicze%C5%84-wyniki-naboru-at-zus-3803368295?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=BglEGDN68WCXTmSTYDjmng%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card
Firstcry.com - Officer - Customer Relationship/Sales,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-officer-customer-relationship-sales-at-firstcry-com-brainbees-solutions-pvt-ltd-3805350483?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=lIn14APse%2FHIKBI6I%2BuEig%3D%3D&position=4&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3806545900?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=rMUipqlJlrzCnYtHvTKYXA%3D%3D&position=5&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3803720300?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=HzgRK0%2BcpvJdWwU1NijKfw%3D%3D&position=6&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"Amta-I, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3803598947?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=NsbdFNrSvyAOcYrgw6pqvA%3D%3D&position=7&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. przyznawania i wypłat zasiłków 120.2023,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-przyznawania-i-wyp%C5%82at-zasi%C5%82k%C3%B3w-120-2023-at-zus-3806531215?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=3ZNSjEhD9jKEBEUlsdJRXA%3D%3D&position=8&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. realizacji procesów świadczeniowych w systemach informatycznych (zastępstwo),ZUS,"Bankura, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-realizacji-proces%C3%B3w-%C5%9Bwiadczeniowych-w-systemach-informatycznych-zast%C4%99pstwo-at-zus-3803712321?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=Xdcg7t836d0cSzJRMmT58g%3D%3D&position=9&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3803378010?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=EJcDEspqSN9Xj%2BIUzXfo6g%3D%3D&position=10&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3803343015?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=PmMwZyLMHM7kGxjBpABABw%3D%3D&position=11&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-at-zus-3802727034?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=rhSiJKiue4tl1yYZNX8mxg%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. ustalania świadczeń międzynarodowych i korespondencji,ZUS,"Bankura, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-ustalania-%C5%9Bwiadcze%C5%84-mi%C4%99dzynarodowych-i-korespondencji-at-zus-3803367512?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=azBmejW9K6H%2BvMyHLBpyWQ%3D%3D&position=13&pageNum=3&trk=public_jobs_jserp-result_search-card
FirstCry.com - Officer - Customer Relationship/Retail Sales,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Ahmedabad, Gujarat, India",https://in.linkedin.com/jobs/view/firstcry-com-officer-customer-relationship-retail-sales-at-firstcry-com-brainbees-solutions-pvt-ltd-3805349666?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=xUd64Cfw3Moa2L4HNEGLZQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. przyznawania świadczeń dla rodzin - Suwałki,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-przyznawania-%C5%9Bwiadcze%C5%84-dla-rodzin-suwa%C5%82ki-at-zus-3803378646?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=Mhjl%2Fu0PU1L60mkvF%2FdjKQ%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
Wildcraft - City Head - Sales,Wildcraft India,"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/wildcraft-city-head-sales-at-wildcraft-india-3805353302?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=mIcnFfZyCyYSIrJdJGkRow%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. kadrowo-płacowych,ZUS,"Bankura, West Bengal, India",https://in.linkedin.com/jobs/view/stanowisko-ds-kadrowo-p%C5%82acowych-at-zus-3806533009?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=PkFrGt%2Bn6ppOs2KBfN%2BLCQ%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
Firstcry.com - Retail Merchandiser - Sales,FirstCry.com (BrainBees Solutions Pvt. Ltd.),"Pune, Maharashtra, India",https://in.linkedin.com/jobs/view/firstcry-com-retail-merchandiser-sales-at-firstcry-com-brainbees-solutions-pvt-ltd-3805353376?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=KqZAkf6kCGgWrMDIidsOGQ%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. ustalania świadczeń międzynarodowych i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-ustalania-%C5%9Bwiadcze%C5%84-mi%C4%99dzynarodowych-i-korespondencji-at-zus-3806525976?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=Z5UPc%2BUAAMoIXEL0s882dw%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. ustalania świadczeń międzynarodowych i korespondencji,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-ustalania-%C5%9Bwiadcze%C5%84-mi%C4%99dzynarodowych-i-korespondencji-at-zus-3806526798?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=bdovD1twWZ5VumUaVog1Yg%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. opracowania decyzji i korespondencji (wynik naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-opracowania-decyzji-i-korespondencji-wynik-naboru-at-zus-3806530827?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=pRVMp6kJskOK%2B%2B9iXOcoAw%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. analiz zarządczych (wynik naboru),ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-analiz-zarz%C4%85dczych-wynik-naboru-at-zus-3803370048?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=%2FojLUJuiCUVvfUtAvmgLFQ%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. rachunkowości Zakładu,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-rachunkowo%C5%9Bci-zak%C5%82adu-at-zus-3803322555?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=Mmbpv3kNW75D6c3Lt2BbqA%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
Stanowisko ds. nadzoru i zarządzania jakością w obszarze prewencji - lekarz,ZUS,"West Bunghmun, Mizoram, India",https://in.linkedin.com/jobs/view/stanowisko-ds-nadzoru-i-zarz%C4%85dzania-jako%C5%9Bci%C4%85-w-obszarze-prewencji-lekarz-at-zus-3803378246?refId=yAd6mRLkrnF3lp5LWM%2BaRA%3D%3D&trackingId=C46mtXIAkch8HLWqPQ0fiA%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
